IDDOCUMENTO;PRIMOIDENTIFICATIVO;ULTIMOIDENTIFICATIVO;DATASCADENZAAFFITTO;SUPERFICIEUBA;CUAATERZOSOGGETTO;STATO
APPAG.TT.2016.105TN003.003;5857648;;;;;
APPAG.TT.2016.105TN003.003;5857649;;;;;
APPAG.TT.2016.105TN003.003;5857650;;;;;
APPAG.TT.2016.105TN003.003;5857651;;;;;
APPAG.TT.2016.105TN003.003;5857652;;;;;
APPAG.TT.2016.105TN003.003;5857653;;;;;
APPAG.TT.2016.105TN003.003;5857654;;;;;
APPAG.TT.2016.105TN003.003;5857655;;;;;
APPAG.TT.2016.105TN003.003;5857656;;;;;
APPAG.TT.2016.105TN003.003;5857657;;;;;
APPAG.TT.2016.105TN003.003;5857658;;;;;
APPAG.TT.2016.105TN003.003;5857659;;;;;
APPAG.TT.2016.105TN003.003;5857660;;;;;
APPAG.TT.2016.105TN003.003;5857661;;;;;
APPAG.TT.2016.105TN003.003;5857662;;;;;
APPAG.TT.2016.105TN003.003;5857663;;;;;
APPAG.TT.2016.105TN003.003;5857664;;;;;
APPAG.TT.2016.105TN003.003;5857665;;;;;
APPAG.TT.2016.105TN003.003;5857666;;;;;
APPAG.TT.2016.105TN003.003;5857667;;;;;
APPAG.TT.2016.105TN003.003;5857668;;;;;
APPAG.TT.2016.105TN003.003;5857669;;;;;
APPAG.TT.2016.105TN003.003;5857670;;;;;
APPAG.TT.2016.105TN003.003;5857671;;;;;
APPAG.TT.2016.105TN003.003;5857672;;;;;
APPAG.TT.2016.105TN003.003;5857673;;;;;
APPAG.TT.2016.105TN003.003;5857674;;;;;
APPAG.TT.2016.105TN003.003;5857675;;;;;
APPAG.TT.2016.105TN003.003;5857676;;;;;
APPAG.TT.2016.105TN003.003;5857677;;;;;
APPAG.TT.2016.105TN003.003;5857678;;;;;
APPAG.TT.2016.105TN003.003;5857679;;;;;
APPAG.TT.2016.105TN003.003;5857680;;;;;
APPAG.TT.2016.105TN003.003;5857681;;;;;
APPAG.TT.2016.105TN003.003;5857682;;;;;
APPAG.TT.2016.105TN003.003;5857683;;;;;
APPAG.TT.2016.105TN003.003;5857684;;;;;
APPAG.TT.2016.105TN003.003;5857685;;;;;
APPAG.TT.2016.105TN003.003;5857686;;;;;
APPAG.TT.2016.105TN003.003;5857687;;;;;
APPAG.TT.2016.105TN003.003;5857688;;;;;
APPAG.TT.2016.105TN003.003;5857689;;;;;
APPAG.TT.2016.105TN003.003;5857690;;;;;
APPAG.TT.2016.105TN003.003;5857691;;;;;
APPAG.TT.2016.105TN003.003;5857692;;;;;
APPAG.TT.2016.105TN003.003;5857693;;;;;
APPAG.TT.2016.105TN003.003;5857694;;;;;
APPAG.TT.2016.105TN003.003;5857695;;;;;
APPAG.TT.2016.105TN003.003;5857696;;;;;
APPAG.TT.2016.105TN003.003;5857697;;;;;
APPAG.TT.2016.105TN003.003;5857698;;;;;
APPAG.TT.2016.105TN003.003;5857699;;;;;
APPAG.TT.2016.105TN003.003;5857700;;;;;
APPAG.TT.2016.105TN003.003;5857701;;;;;
APPAG.TT.2016.105TN003.003;5857702;;;;;
APPAG.TT.2016.105TN003.003;5857703;;;;;
APPAG.TT.2016.105TN003.003;5857704;;;;;
APPAG.TT.2016.105TN003.003;5857705;;;;;
APPAG.TT.2016.105TN003.003;5857706;;;;;
APPAG.TT.2016.105TN003.003;5857707;;;;;
APPAG.TT.2016.105TN003.003;5857708;;;;;
APPAG.TT.2016.105TN003.003;5857709;;;;;
APPAG.TT.2016.105TN003.003;5857710;;;;;
APPAG.TT.2016.105TN003.003;5857711;;;;;
APPAG.TT.2016.105TN003.003;5857712;;;;;
APPAG.TT.2016.105TN003.003;5857713;;;;;
APPAG.TT.2016.105TN003.003;5857714;;;;;
APPAG.TT.2016.105TN003.003;5857715;;;;;
APPAG.TT.2016.105TN003.003;5857716;;;;;
APPAG.TT.2016.105TN003.003;5857717;;;;;
APPAG.TT.2016.105TN003.003;5857718;;;;;
APPAG.TT.2016.105TN003.003;5857719;;;;;
APPAG.TT.2016.105TN003.003;5857720;;;;;
APPAG.TT.2016.105TN003.003;5857721;;;;;
APPAG.TT.2016.105TN003.003;5857722;;;;;
APPAG.TT.2016.105TN003.003;5857723;;;;;
APPAG.TT.2016.105TN003.003;5857724;;;;;
APPAG.TT.2016.105TN003.003;5857725;;;;;
APPAG.TT.2016.105TN003.003;5857726;;;;;
APPAG.TT.2016.105TN003.003;5857727;;;;;
APPAG.TT.2016.105TN003.003;5857728;;;;;
APPAG.TT.2016.105TN003.003;5857729;;;;;
APPAG.TT.2016.105TN003.003;5857730;;;;;
APPAG.TT.2016.105TN003.003;5857731;;;;;
APPAG.TT.2016.105TN003.003;5857732;;;;;
APPAG.TT.2016.105TN003.003;5857733;;;;;
APPAG.TT.2016.105TN003.003;5857734;;;;;
APPAG.TT.2016.105TN003.003;5857735;;;;;
APPAG.TT.2016.105TN003.003;5857736;;;;;
APPAG.TT.2016.105TN003.003;5857737;;;;;
APPAG.TT.2016.105TN003.003;5857738;;;;;
APPAG.TT.2016.105TN003.003;5857739;;;;;
APPAG.TT.2016.105TN003.003;5857740;;;;;
APPAG.TT.2016.105TN003.003;5857741;;;;;
APPAG.TT.2016.105TN003.003;5857742;;;;;
APPAG.TT.2016.105TN003.003;5857743;;;;;
APPAG.TT.2016.105TN003.003;5857744;;;;;
APPAG.TT.2016.105TN003.003;5857745;;;;;
APPAG.TT.2016.105TN003.003;5857746;;;;;
APPAG.TT.2016.105TN003.003;5857747;;;;;
APPAG.TT.2016.105TN003.003;5857748;;;;;
APPAG.TT.2016.105TN003.003;5857749;;;;;
APPAG.TT.2016.105TN003.003;5857750;;;;;
APPAG.TT.2016.105TN003.003;5857751;;;;;
APPAG.TT.2016.105TN003.003;5857752;;;;;
APPAG.TT.2016.105TN003.003;5857753;;;;;
APPAG.TT.2016.105TN003.003;5857754;;;;;
APPAG.TT.2016.105TN003.003;5857755;;;;;
APPAG.TT.2016.105TN003.003;5857756;;;;;
APPAG.TT.2016.105TN003.003;5857757;;;;;
APPAG.TT.2016.105TN003.003;5857758;;;;;
APPAG.TT.2016.105TN003.003;5857759;;;;;
APPAG.TT.2016.105TN003.003;5857760;;;;;
APPAG.TT.2016.105TN003.003;5857761;;;;;
APPAG.TT.2016.105TN003.003;5857762;;;;;
APPAG.TT.2016.105TN003.003;5857763;;;;;
APPAG.TT.2016.105TN003.003;5857764;;;;;
APPAG.TT.2016.105TN003.003;5857765;;;;;
APPAG.TT.2016.107TN002.018;9088438;;;;;
APPAG.TT.2016.107TN002.018;9088439;;;;;
APPAG.TT.2016.107TN002.018;9088440;;;;;
APPAG.TT.2016.107TN002.018;9088441;;;;;
APPAG.TT.2016.107TN002.018;9088442;;;;;
APPAG.TT.2016.107TN002.018;9088443;;;;;
APPAG.TT.2016.107TN002.018;9088444;;;;;
APPAG.TT.2016.107TN001.007;7919565;;;;;
APPAG.TT.2016.107TN001.007;7919566;;;;;
APPAG.TT.2016.107TN001.007;7919567;;;;;
APPAG.TT.2016.107TN001.006;4418885;;;;;
APPAG.TT.2016.107TN001.006;4418886;;;;;
APPAG.TT.2016.107TN001.006;4418887;;;;;
APPAG.TT.2016.107TN001.006;4418888;;;;;
APPAG.TT.2016.107TN001.006;4418889;;;;;
APPAG.TT.2016.107TN001.006;4418890;;;;;
APPAG.TT.2016.107TN001.006;4418891;;;;;
APPAG.TT.2016.107TN001.006;4418892;;;;;
APPAG.TT.2016.107TN001.006;4418893;;;;;
APPAG.TT.2016.107TN001.006;4418894;;;;;
APPAG.TT.2016.107TN001.006;4418895;;;;;
APPAG.TT.2016.107TN001.008;5240069;;;;;
APPAG.TT.2016.107TN001.008;5240070;;;;;
APPAG.TT.2016.107TN001.008;5240071;;;;;
APPAG.TT.2016.107TN001.009;2808714;;;;;
APPAG.TT.2016.107TN001.009;2808715;;;;;
APPAG.TT.2016.107TN001.009;2808716;;;;;
APPAG.TT.2016.107TN001.010;10472554;;;;;
APPAG.TT.2016.107TN001.010;10472555;;;;;
APPAG.TT.2016.181TN006.001;7566374;;;;;
APPAG.TT.2016.181TN006.001;7566375;;;;;
APPAG.TT.2016.181TN006.001;7566376;;;;;
APPAG.TT.2016.181TN006.001;7566377;;;;;
APPAG.TT.2016.181TN006.001;7566378;;;;;
APPAG.TT.2016.181TN006.001;7566379;;;;;
APPAG.TT.2016.181TN006.001;7566380;;;;;
APPAG.TT.2016.107TN002.016;6316532;;;;;
APPAG.TT.2016.107TN002.016;6316533;;;;;
APPAG.TT.2016.107TN002.016;6316534;;;;;
APPAG.TT.2016.107TN002.016;6316535;;;;;
APPAG.TT.2016.107TN001.018;8526874;;;;;
APPAG.TT.2016.107TN001.018;8526875;;;;;
APPAG.TT.2016.107TN001.018;8526876;;;;;
APPAG.TT.2016.107TN001.018;8526877;;;;;
APPAG.TT.2016.107TN001.013;10922522;;;;;
APPAG.TT.2016.107TN001.013;10922523;;;;;
APPAG.TT.2016.107TN001.013;10922524;;;;;
APPAG.TT.2016.107TN001.014;6238228;;;;;
APPAG.TT.2016.107TN001.014;6238229;;;;;
APPAG.TT.2016.107TN001.014;6238230;;;;;
APPAG.TT.2016.107TN001.011;3318123;;;;;
APPAG.TT.2016.107TN001.011;3318124;;;;;
APPAG.TT.2016.107TN001.011;3318125;;;;;
APPAG.TT.2016.107TN001.011;3318126;;;;;
APPAG.TT.2016.107TN001.011;3318127;;;;;
APPAG.TT.2016.107TN001.011;3318128;;;;;
APPAG.TT.2016.107TN001.011;3318129;;;;;
APPAG.TT.2016.107TN001.011;3318130;;;;;
APPAG.TT.2016.107TN001.011;3318131;;;;;
APPAG.TT.2016.107TN001.011;3318132;;;;;
APPAG.TT.2016.107TN001.015;7177675;;;;;
APPAG.TT.2016.107TN001.015;7177676;;;;;
APPAG.TT.2016.107TN001.015;7177677;;;;;
APPAG.TT.2016.107TN001.016;4150230;;;;;
APPAG.TT.2016.107TN001.016;4150231;;;;;
APPAG.TT.2016.107TN001.016;4150232;;;;;
APPAG.TT.2016.107TN001.017;11189231;;;;;
APPAG.TT.2016.107TN004.001;10084564;;;;;
APPAG.TT.2016.107TN004.001;10084565;;;;;
APPAG.TT.2016.107TN004.001;10084566;;;;;
APPAG.TT.2016.107TN001.012;7752126;;;;;
APPAG.TT.2016.107TN001.012;7752127;;;;;
APPAG.TT.2016.107TN001.012;7752128;;;;;
APPAG.TT.2016.107TN001.012;7752129;;;;;
APPAG.TT.2016.107TN001.012;7752130;;;;;
APPAG.TT.2016.107TN001.012;7752131;;;;;
APPAG.TT.2016.107TN001.012;7752132;;;;;
APPAG.TT.2016.107TN001.012;7752133;;;;;
APPAG.TT.2016.107TN001.012;7752134;;;;;
APPAG.TT.2016.107TN001.012;7752135;;;;;
APPAG.TT.2016.103TN012.001;10683806;;;;;
APPAG.TT.2016.103TN012.001;10683807;;;;;
APPAG.TT.2016.103TN012.001;10683808;;;;;
APPAG.TT.2016.103TN012.001;10683809;;;;;
APPAG.TT.2016.103TN012.001;10683810;;;;;
APPAG.TT.2016.103TN012.001;10683811;;;;;
APPAG.TT.2016.103TN012.001;10683812;;;;;
APPAG.TT.2016.103TN012.001;10683813;;;;;
APPAG.TT.2016.103TN012.001;10683814;;;;;
APPAG.TT.2016.103TN012.001;10683815;;;;;
APPAG.TT.2016.103TN012.001;10683816;;;;;
APPAG.TT.2016.103TN012.001;10683817;;;;;
APPAG.TT.2016.103TN012.001;10683818;;;;;
APPAG.TT.2016.103TN012.001;10683819;;;;;
APPAG.TT.2016.103TN012.001;10683820;;;;;
APPAG.TT.2016.103TN012.001;10683821;;;;;
APPAG.TT.2016.103TN012.001;10683822;;;;;
APPAG.TT.2016.103TN012.001;10683823;;;;;
APPAG.TT.2016.103TN012.001;10683824;;;;;
APPAG.TT.2016.103TN012.001;10683825;;;;;
APPAG.TT.2016.103TN012.001;10683826;;;;;
APPAG.TT.2016.103TN012.001;10683827;;;;;
APPAG.TT.2016.103TN012.001;10683828;;;;;
APPAG.TT.2016.103TN012.001;10683829;;;;;
APPAG.TT.2016.103TN012.001;10683830;;;;;
APPAG.TT.2016.103TN012.001;10683831;;;;;
APPAG.TT.2016.103TN012.001;10683832;;;;;
APPAG.TT.2016.103TN012.001;10683833;;;;;
APPAG.TT.2016.103TN012.001;10683834;;;;;
APPAG.TT.2016.103TN012.001;10683835;;;;;
APPAG.TT.2016.103TN012.001;10683836;;;;;
APPAG.TT.2016.103TN012.001;10683837;;;;;
APPAG.TT.2016.103TN012.001;10683838;;;;;
APPAG.TT.2016.103TN012.001;10683839;;;;;
APPAG.TT.2016.103TN012.001;10683840;;;;;
APPAG.TT.2016.103TN012.001;10683841;;;;;
APPAG.TT.2016.103TN012.001;10683842;;;;;
APPAG.TT.2016.103TN012.001;10683843;;;;;
APPAG.TT.2016.103TN012.001;10683844;;;;;
APPAG.TT.2016.103TN012.001;10683845;;;;;
APPAG.TT.2016.103TN012.001;10683846;;;;;
APPAG.TT.2016.103TN012.001;10683847;;;;;
APPAG.TT.2016.103TN012.001;10683848;;;;;
APPAG.TT.2016.103TN012.001;10683849;;;;;
APPAG.TT.2016.103TN012.001;10683850;;;;;
APPAG.TT.2016.103TN012.001;10683851;;;;;
APPAG.TT.2016.103TN012.001;10683852;;;;;
APPAG.TT.2016.103TN012.001;10683853;;;;;
APPAG.TT.2016.103TN012.001;10683854;;;;;
APPAG.TT.2016.103TN012.001;10683855;;;;;
APPAG.TT.2016.103TN012.001;10683856;;;;;
APPAG.TT.2016.103TN012.001;10683857;;;;;
APPAG.TT.2016.103TN012.001;10683858;;;;;
APPAG.TT.2016.103TN012.001;10683859;;;;;
APPAG.TT.2016.103TN012.001;10683860;;;;;
APPAG.TT.2016.103TN012.001;10683861;;;;;
APPAG.TT.2016.103TN012.001;10683862;;;;;
APPAG.TT.2016.103TN012.001;10683863;;;;;
APPAG.TT.2016.103TN012.001;10683864;;;;;
APPAG.TT.2016.103TN012.001;10683865;;;;;
APPAG.TT.2016.103TN012.001;10683866;;;;;
APPAG.TT.2016.103TN012.001;10683867;;;;;
APPAG.TT.2016.103TN012.001;10683868;;;;;
APPAG.TT.2016.103TN012.001;10683869;;;;;
APPAG.TT.2016.103TN012.001;10683870;;;;;
APPAG.TT.2016.103TN012.001;10683871;;;;;
APPAG.TT.2016.103TN012.001;10683872;;;;;
APPAG.TT.2016.103TN012.001;10683873;;;;;
APPAG.TT.2016.103TN012.001;10683874;;;;;
APPAG.TT.2016.103TN012.001;10683875;;;;;
APPAG.TT.2016.103TN012.001;10683876;;;;;
APPAG.TT.2016.103TN012.001;10683877;;;;;
APPAG.TT.2016.103TN012.001;10683878;;;;;
APPAG.TT.2016.103TN012.001;10683879;;;;;
APPAG.TT.2016.103TN012.001;10683880;;;;;
APPAG.TT.2016.103TN012.001;10683881;;;;;
APPAG.TT.2016.103TN012.001;10683882;;;;;
APPAG.TT.2016.103TN012.001;10683883;;;;;
APPAG.TT.2016.103TN012.001;10683884;;;;;
APPAG.TT.2016.103TN012.001;10683885;;;;;
APPAG.TT.2016.103TN012.001;10683886;;;;;
APPAG.TT.2016.103TN012.001;10683887;;;;;
APPAG.TT.2016.103TN012.001;10683888;;;;;
APPAG.TT.2016.103TN012.001;10683889;;;;;
APPAG.TT.2016.103TN012.001;10683890;;;;;
APPAG.TT.2016.103TN012.001;10683891;;;;;
APPAG.TT.2016.103TN012.001;10683892;;;;;
APPAG.TT.2016.103TN012.001;10683893;;;;;
APPAG.TT.2016.103TN012.001;10683894;;;;;
APPAG.TT.2016.103TN012.001;10683895;;;;;
APPAG.TT.2016.103TN012.001;10683896;;;;;
APPAG.TT.2016.103TN012.001;10683897;;;;;
APPAG.TT.2016.103TN012.001;10683898;;;;;
APPAG.TT.2016.103TN012.001;10683899;;;;;
APPAG.TT.2016.103TN012.001;10683900;;;;;
APPAG.TT.2016.103TN012.001;10683901;;;;;
APPAG.TT.2016.103TN012.001;10683902;;;;;
APPAG.TT.2016.103TN012.001;10683903;;;;;
APPAG.TT.2016.103TN012.001;10683904;;;;;
APPAG.TT.2016.103TN012.002;8133189;;;;;
APPAG.TT.2016.103TN012.002;8133190;;;;;
APPAG.TT.2016.103TN012.002;8133191;;;;;
APPAG.TT.2016.103TN012.002;8133192;;;;;
APPAG.TT.2016.103TN012.002;8133193;;;;;
APPAG.TT.2016.103TN012.002;8133194;;;;;
APPAG.TT.2016.103TN012.002;8133195;;;;;
APPAG.TT.2016.103TN012.002;8133196;;;;;
APPAG.TT.2016.103TN012.002;8133197;;;;;
APPAG.TT.2016.103TN012.002;8133198;;;;;
APPAG.TT.2016.103TN012.002;8133199;;;;;
APPAG.TT.2016.103TN012.002;8133200;;;;;
APPAG.TT.2016.103TN012.002;8133201;;;;;
APPAG.TT.2016.103TN012.002;8133202;;;;;
APPAG.TT.2016.103TN012.002;8133203;;;;;
APPAG.TT.2016.103TN012.002;8133204;;;;;
APPAG.TT.2016.103TN012.002;8133205;;;;;
APPAG.TT.2016.103TN012.002;8133206;;;;;
APPAG.TT.2016.103TN012.002;8133207;;;;;
APPAG.TT.2016.103TN012.002;8133208;;;;;
APPAG.TT.2016.103TN012.002;8133209;;;;;
APPAG.TT.2016.103TN012.002;8133210;;;;;
APPAG.TT.2016.103TN012.002;8133211;;;;;
APPAG.TT.2016.103TN012.002;8133212;;;;;
APPAG.TT.2016.103TN012.002;8133213;;;;;
APPAG.TT.2016.103TN012.002;8133214;;;;;
APPAG.TT.2016.103TN012.002;8133215;;;;;
APPAG.TT.2016.103TN012.003;5725035;;;;;
APPAG.TT.2016.103TN012.003;5725036;;;;;
APPAG.TT.2016.103TN012.003;5725037;;;;;
APPAG.TT.2016.103TN012.003;5725038;;;;;
APPAG.TT.2016.103TN012.003;5725039;;;;;
APPAG.TT.2016.103TN012.003;5725040;;;;;
APPAG.TT.2016.103TN012.003;5725041;;;;;
APPAG.TT.2016.103TN012.003;5725042;;;;;
APPAG.TT.2016.103TN012.003;5725043;;;;;
APPAG.TT.2016.103TN012.003;5725044;;;;;
APPAG.TT.2016.103TN012.004;6839043;;;;;
APPAG.TT.2016.103TN012.004;6839044;;;;;
APPAG.TT.2016.103TN012.004;6839045;;;;;
APPAG.TT.2016.103TN012.004;6839046;;;;;
APPAG.TT.2016.103TN012.004;6839047;;;;;
APPAG.TT.2016.103TN012.004;6839048;;;;;
APPAG.TT.2016.103TN012.004;6839049;;;;;
APPAG.TT.2016.103TN012.004;6839050;;;;;
APPAG.TT.2016.103TN012.005;3772268;;;;;
APPAG.TT.2016.103TN012.005;3772269;;;;;
APPAG.TT.2016.103TN012.005;3772270;;;;;
APPAG.TT.2016.103TN012.005;3772271;;;;;
APPAG.TT.2016.103TN012.005;3772272;;;;;
APPAG.TT.2016.103TN012.005;3772273;;;;;
APPAG.TT.2016.103TN012.006;3875475;;;;;
APPAG.TT.2016.103TN012.006;3875476;;;;;
APPAG.TT.2016.103TN012.006;3875477;;;;;
APPAG.TT.2016.103TN012.006;3875478;;;;;
APPAG.TT.2016.103TN012.006;3875479;;;;;
APPAG.TT.2016.103TN012.006;3875480;;;;;
APPAG.TT.2016.103TN012.006;3875481;;;;;
APPAG.TT.2016.103TN012.006;3875482;;;;;
APPAG.TT.2016.103TN012.006;3875483;;;;;
APPAG.TT.2016.103TN012.006;3875484;;;;;
APPAG.TT.2016.103TN012.006;3875485;;;;;
APPAG.TT.2016.103TN012.006;3875486;;;;;
APPAG.TT.2016.103TN012.006;3875487;;;;;
APPAG.TT.2016.103TN012.006;3875488;;;;;
APPAG.TT.2016.103TN012.006;3875489;;;;;
APPAG.TT.2016.103TN012.006;3875490;;;;;
APPAG.TT.2016.103TN012.006;3875491;;;;;
APPAG.TT.2016.103TN012.007;5608517;;;;;
APPAG.TT.2016.103TN012.007;5608518;;;;;
APPAG.TT.2016.103TN012.008;11150448;;;;;
APPAG.TT.2016.103TN012.008;11150449;;;;;
APPAG.TT.2016.103TN012.008;11150450;;;;;
APPAG.TT.2016.103TN012.008;11150451;;;;;
APPAG.TT.2016.103TN012.008;11150452;;;;;
APPAG.TT.2016.103TN012.008;11150453;;;;;
APPAG.TT.2016.103TN012.008;11150454;;;;;
APPAG.TT.2016.103TN012.009;4950203;;;;;
APPAG.TT.2016.103TN012.009;4950204;;;;;
APPAG.TT.2016.103TN012.009;4950205;;;;;
APPAG.TT.2016.103TN012.009;4950206;;;;;
APPAG.TT.2016.103TN012.009;4950207;;;;;
APPAG.TT.2016.103TN012.009;4950208;;;;;
APPAG.TT.2016.103TN012.009;4950209;;;;;
APPAG.TT.2016.103TN012.009;4950210;;;;;
APPAG.TT.2016.103TN012.009;4950211;;;;;
APPAG.TT.2016.103TN012.009;4950212;;;;;
APPAG.TT.2016.103TN012.009;4950213;;;;;
APPAG.TT.2016.103TN012.009;4950214;;;;;
APPAG.TT.2016.103TN012.010;3628866;;;;;
APPAG.TT.2016.103TN012.010;3628867;;;;;
APPAG.TT.2016.103TN012.010;3628868;;;;;
APPAG.TT.2016.103TN012.010;3628869;;;;;
APPAG.TT.2016.103TN012.010;3628870;;;;;
APPAG.TT.2016.103TN012.010;3628871;;;;;
APPAG.TT.2016.103TN012.010;3628872;;;;;
APPAG.TT.2016.103TN012.010;3628873;;;;;
APPAG.TT.2016.103TN012.011;4307938;;;;;
APPAG.TT.2016.103TN012.011;4307939;;;;;
APPAG.TT.2016.103TN012.011;4307940;;;;;
APPAG.TT.2016.103TN012.011;4307941;;;;;
APPAG.TT.2016.103TN012.011;4307942;;;;;
APPAG.TT.2016.103TN012.011;4307943;;;;;
APPAG.TT.2016.103TN012.011;4307944;;;;;
APPAG.TT.2016.103TN012.011;4307945;;;;;
APPAG.TT.2016.103TN012.011;4307946;;;;;
APPAG.TT.2016.103TN012.011;4307947;;;;;
APPAG.TT.2016.103TN012.012;7294559;;;;;
APPAG.TT.2016.103TN012.013;3817383;;;;;
APPAG.TT.2016.103TN012.013;3817384;;;;;
APPAG.TT.2016.103TN012.013;3817385;;;;;
APPAG.TT.2016.103TN012.013;3817386;;;;;
APPAG.TT.2016.103TN012.013;3817387;;;;;
APPAG.TT.2016.103TN012.013;3817388;;;;;
APPAG.TT.2016.103TN012.013;3817389;;;;;
APPAG.TT.2016.103TN012.013;3817390;;;;;
APPAG.TT.2016.103TN012.013;3817391;;;;;
APPAG.TT.2016.103TN012.013;3817392;;;;;
APPAG.TT.2016.103TN012.013;3817393;;;;;
APPAG.TT.2016.103TN012.013;3817394;;;;;
APPAG.TT.2016.103TN012.013;3817395;;;;;
APPAG.TT.2016.103TN012.013;3817396;;;;;
APPAG.TT.2016.103TN012.013;3817397;;;;;
APPAG.TT.2016.103TN012.013;3817398;;;;;
APPAG.TT.2016.103TN012.013;3817399;;;;;
APPAG.TT.2016.103TN012.013;3817400;;;;;
APPAG.TT.2016.103TN012.013;3817401;;;;;
APPAG.TT.2016.103TN012.014;1490831;;;;;
APPAG.TT.2016.103TN012.014;1490832;;;;;
APPAG.TT.2016.103TN012.014;1490833;;;;;
APPAG.TT.2016.103TN012.014;1490834;;;;;
APPAG.TT.2016.103TN012.014;1490835;;;;;
APPAG.TT.2016.103TN012.014;1490836;;;;;
APPAG.TT.2016.103TN012.014;1490837;;;;;
APPAG.TT.2016.103TN012.014;1490838;;;;;
APPAG.TT.2016.103TN012.014;1490839;;;;;
APPAG.TT.2016.103TN012.014;1490840;;;;;
APPAG.TT.2016.103TN006.001;11173342;;;;;
APPAG.TT.2016.103TN006.001;11173343;;;;;
APPAG.TT.2016.103TN006.001;11173344;;;;;
APPAG.TT.2016.103TN006.001;11173345;;;;;
APPAG.TT.2016.103TN006.001;11173346;;;;;
APPAG.TT.2016.103TN006.001;11173347;;;;;
APPAG.TT.2016.103TN006.001;11173348;;;;;
APPAG.TT.2016.103TN006.001;11173349;;;;;
APPAG.TT.2016.103TN006.001;11173350;;;;;
APPAG.TT.2016.103TN006.001;11173351;;;;;
APPAG.TT.2016.103TN006.001;11173352;;;;;
APPAG.TT.2016.103TN006.001;11173353;;;;;
APPAG.TT.2016.103TN006.001;11173354;;;;;
APPAG.TT.2016.103TN006.001;11173445;;;;;
APPAG.TT.2016.103TN011.001;5311207;;;;;
APPAG.TT.2016.103TN011.001;5311208;;;;;
APPAG.TT.2016.103TN011.001;5311209;;;;;
APPAG.TT.2016.103TN011.001;5311210;;;;;
APPAG.TT.2016.103TN011.001;5311211;;;;;
APPAG.TT.2016.103TN011.001;5311212;;;;;
APPAG.TT.2016.103TN011.001;5311213;;;;;
APPAG.TT.2016.103TN011.002;7281639;;;;;
APPAG.TT.2016.103TN011.002;7281640;;;;;
APPAG.TT.2016.103TN011.002;7281641;;;;;
APPAG.TT.2016.103TN011.002;7281642;;;;;
APPAG.TT.2016.103TN011.002;7281643;;;;;
APPAG.TT.2016.103TN011.002;7281644;;;;;
APPAG.TT.2016.103TN011.003;6267851;;;;;
APPAG.TT.2016.103TN011.003;6267852;;;;;
APPAG.TT.2016.103TN011.003;6267853;;;;;
APPAG.TT.2016.103TN011.003;6267854;;;;;
APPAG.TT.2016.103TN011.003;6267855;;;;;
APPAG.TT.2016.103TN011.003;6267856;;;;;
APPAG.TT.2016.103TN011.004;3288023;;;;;
APPAG.TT.2016.103TN011.004;3288024;;;;;
APPAG.TT.2016.103TN011.004;3288025;;;;;
APPAG.TT.2016.103TN011.004;3288026;;;;;
APPAG.TT.2016.103TN011.004;3288027;;;;;
APPAG.TT.2016.103TN011.004;3288028;;;;;
APPAG.TT.2016.103TN011.004;3288029;;;;;
APPAG.TT.2016.103TN011.005;7299444;;;;;
APPAG.TT.2016.103TN011.006;7299443;;;;;
APPAG.TT.2016.103TN011.007;7464098;;;;;
APPAG.TT.2016.103TN011.007;7464099;;;;;
APPAG.TT.2016.103TN011.007;7464100;;;;;
APPAG.TT.2016.103TN011.007;7464101;;;;;
APPAG.TT.2016.103TN011.007;7464106;;;;;
APPAG.TT.2016.103TN011.010;4447541;;;;;
APPAG.TT.2016.103TN011.010;4447542;;;;;
APPAG.TT.2016.103TN011.010;4447543;;;;;
APPAG.TT.2016.103TN011.010;4447544;;;;;
APPAG.TT.2016.103TN011.010;4447545;;;;;
APPAG.TT.2016.103TN011.010;4447546;;;;;
APPAG.TT.2016.103TN011.012;10117948;;;;;
APPAG.TT.2016.103TN011.012;10117949;;;;;
APPAG.TT.2016.103TN004.002;4835210;;;;;
APPAG.TT.2016.103TN004.002;4835211;;;;;
APPAG.TT.2016.103TN004.002;4835212;;;;;
APPAG.TT.2016.103TN004.001;6420420;;;;;
APPAG.TT.2016.103TN004.001;6420421;;;;;
APPAG.TT.2016.103TN004.001;6420422;;;;;
APPAG.TT.2016.103TN004.001;6420423;;;;;
APPAG.TT.2016.103TN004.001;6420424;;;;;
APPAG.TT.2016.103TN004.001;6420425;;;;;
APPAG.TT.2016.103TN004.001;6420426;;;;;
APPAG.TT.2016.103TN004.001;6420427;;;;;
APPAG.TT.2016.103TN004.001;6420428;;;;;
APPAG.TT.2016.103TN004.001;6420429;;;;;
APPAG.TT.2016.103TN004.001;6420430;;;;;
APPAG.TT.2016.103TN004.001;6420431;;;;;
APPAG.TT.2016.103TN004.005;9187765;;;;;
APPAG.TT.2016.103TN004.005;9187766;;;;;
APPAG.TT.2016.103TN004.005;9187767;;;;;
APPAG.TT.2016.103TN004.005;9187768;;;;;
APPAG.TT.2016.103TN004.005;9187769;;;;;
APPAG.TT.2016.103TN004.005;9187770;;;;;
APPAG.TT.2016.103TN004.005;9187771;;;;;
APPAG.TT.2016.103TN004.005;9187772;;;;;
APPAG.TT.2016.103TN004.005;9187773;;;;;
APPAG.TT.2016.103TN004.005;9187774;;;;;
APPAG.TT.2016.103TN004.005;9187775;;;;;
